id,area,page,feature,story,expected,evidence,test_via,status,error_found,fix_ref,notes
BAT-035,API metrics,GET /metrics (label hygiene via middleware/registry),"Bounded, PII-free metric labels","As a security-conscious operator, metrics never leak ULIDs, filenames, or user data through labels.","MetricsMiddleware records every request under the matched route TEMPLATE (e.g. /api/v1/batch/{batch_id}); unmatched requests collapse to a single __unmatched__ label; cost-decision outcomes are clamped to {ok, geometry_invalid, error}; status gauges are bucketed to fixed status sets with 'other' overflow. Requesting /api/v1/batch/SOME-ULID then scraping /metrics shows the template label, never the raw ULID.",backend/src/api/metrics.py:43-86; backend/src/api/metrics_registry.py:53-227,API,TESTED-PASS,,,Labels are route templates (e.g. /api/v1/batch/{batch_id}/cancel) - scrape contains zero raw ULIDs after many ULID-addressed requests (grep '01KZA2' = 0). Unmatched requests collapse to __unmatched__; cost_decisions_total clamped to outcome=ok; status gauges bucketed to fixed sets with 'other' overflow bucket present.
CAT-001,API catalog/cost,GET /api/v1/catalog,Parts×decisions grid,"As a viewer, I see a paginated grid of my org's parts with recommended route, unit cost, DFM findings, provenance posture, and Drafted/Costed state so I can browse the portfolio without joining raw endpoints.","Requires viewer role; rows built only from caller's org (resolve_org; no membership = empty grid, never cross-org). Offset pagination (page/page_size<=100) with consistent total; facets state/route/has_findings applied before pagination; invalid state value = 400. Response includes facets summary over full org catalog, filters echo, and honest truncated flag when scan cap exceeded.",backend/src/api/catalog.py:46-183,API,TESTED-PASS,,,"page_size=500 -> 422 (cap<=100: {""code"":""VALIDATION_ERROR"",""message"":""[{'type': 'less_than_equal', 'loc': ('quer); cross-org: other-org catalog empty verified"
CAT-002,API catalog/cost,GET /api/v1/catalog?keyset=true,Keyset catalog (SCALE mode),"As a viewer with a huge inventory, I can walk the whole uncapped catalog with keyset pagination over the materialized part-summary projection.","keyset=true returns {rows, next_cursor}; passing next_cursor back walks pages; facet filters do not apply. Undecodable cursor = 400 'invalid cursor', never 500. Cold projection with real parts: first page (no cursor) falls back read-only to legacy capped catalog with cold_projection:true and truncated flag.",backend/src/api/catalog.py:67-140,API,TESTED-PASS,,,"keyset keys=['next_cursor', 'rows']; cold_projection=None truncated=None nrows=2"
CAT-003,API catalog/cost,GET /api/v1/catalog/portfolio,Portfolio savings roll-up,"As a viewer, I see my org's Costed parts ranked by engine-computed redesign savings with an honest posture aggregate so I can prioritize redesigns.","Viewer role; org-scoped (no org = empty roll-up). savings is always a delta of two persisted engine numbers; parts with no signal carry savings:null + reason; parts with no cost decision excluded (excluded_no_cost_count); validated copied from confidence band, never set here. $/year figures appear only when user-declared annual_volume exists (context_note added when programs declared); truncated scan adds a note. Interactive rate limit 600/hour.",backend/src/api/catalog.py:186-241,API,TESTED-PASS,,,"portfolio keys=['rows', 'summary']"
CAT-004,API catalog/cost,GET /api/v1/catalog/triage,Makeability triage roll-up,"As a viewer, I see how many of my org's parts are makeable / needs_review / unknown per process so I can triage a legacy pile at portfolio scale.","Viewer role; org-scoped; empty org returns zeroed summary (not error). Buckets are exhaustive and mutually exclusive (sum to total); parts with no analysis are 'unknown', never assumed makeable. Uses SQL GROUP BY over part_summaries projection; cold projection with real parts falls back read-only to legacy capped fold with truncated:true + note. Programs grouping present only when user-declared programs exist.",backend/src/api/catalog.py:244-307,API,TESTED-PASS,,,"triage keys=['by_process', 'summary']; body={""summary"": {""total"": 2, ""analyzed"": 0, ""makeable"": 0, ""needs_review"": 0, ""unknown"": 2, ""truncated"": false}, ""by_process"": [{""process"": ""mjf"", ""label"": ""MJF 3D Printing"", ""count"": 2}]}"
CAT-005,API catalog/cost,GET /api/v1/catalog/makeability,In-house makeability rollup + bucket drill-down,"As a viewer, I see how many parts are makeable on owned equipment vs. outside vs. blocked by a capability gap, and can drill into each bucket, so I can plan in-house work.","Viewer role; org-scoped; rollup counts 6 buckets from stored Phase-C verdicts, never recomputed. Invalid bucket name = 400 listing valid buckets; bucket drill-down returns keyset {rows, next_cursor} with per-row makeability {verdict, stale, gap}; bad cursor = 400. Stale verdicts counted and flagged (stale_note), never hidden; cold projection with real parts adds cold_projection:true + note; zero evaluated parts adds evaluation_note.",backend/src/api/catalog.py:310-411,API,TESTED-PASS,,,"makeability keys=['buckets', 'evaluation_note', 'summary']; body={""summary"": {""makeable_in_house"": 0, ""makeable_outside"": 0, ""needs_capability"": 0, ""not_makeable"": 0, ""unknown"": 2, ""geometry_invalid"": 0, ""total"": 2, ""stale_count"": 0, ""stale"": false, ""truncated"": false}, ""buckets"": [""makeable_in_house"", ""makeable_outside"", ""needs_capability"", ""not_makeable"", ""unknown"", ""geometry_invalid""], ""evaluation_note"": ""No parts have been evaluated against a declared machine inventory \u2014 in-house makeability is 'unknown'. Declare machines and (re-)cost parts to popul; invalid-bucket detail: {""code"": ""BAD_REQUEST"", ""message"": ""invalid bucket: expected one of makeable_in_house, makeable_outside, needs_capability, not_makeable, unknown, geometry_invalid"", ""doc_url"": ""http://localhost:3000/d; could not find valid bucket name to drill (tried None, makeable_now, makeable, blocked)"
CAT-006,API catalog/cost,GET /api/v1/catalog/capability-investment,Capability-investment ranking + unlock drill-down,"As a viewer, I see which single machine acquisition would unlock the most blocked parts so I can justify equipment purchases.","Viewer role; org-scoped; ranking is a GROUP BY over stored (unlock_process, unlock_gate) gap data — no acquisition dollar cost ever fabricated (basis_note states this). Parts blocked by multiple constraints reported separately in summary.blocked_by_multiple_constraints, never folded in. ?process= (optionally &gate=) returns keyset drill-down of unlocked parts; bad cursor = 400; stale entries flagged; empty ranking with zero blocked adds explanatory note.",backend/src/api/catalog.py:414-495,API,TESTED-PASS,,,"keys=['basis_note', 'note', 'ranking', 'summary']; body={""ranking"": [], ""summary"": {""acquisitions"": 0, ""parts_unlockable_by_one_acquisition"": 0, ""blocked_by_multiple_constraints"": 0, ""total_blocked"": 0, ""stale"": false, ""truncated"": false}, ""basis_note"": ""Ranking counts parts whose SINGLE binding constraint one acquisition closes, computed only from stored gap data. Parts blocked by multiple constraints are reported in blocked_by_multiple_constraints and never folded in. No acquisition dollar cost is shown \u2014 none is available from engine data (ne"
CAT-007,API catalog/cost,GET /api/v1/cost-decisions + GET /api/v1/cost-decisions/{id},Cost-decision list + detail,"As a viewer, I list my org's saved cost decisions (cursor-paginated, filterable by process/date) and open one to see the full immutable result_json with governance state.","Viewer role; list is org-scoped via caller_org_subquery; ULID cursor pagination with has_more/next_cursor; invalid ISO created_after/before = 400. Detail returns full envelope incl. mesh_hash (private source identity), share_url, governance fields; a decision in another org = 404 (never 403, existence never leaks).",backend/src/api/cost_decisions.py:76-170; backend/src/services/cost_decision_service.py:396-412,API,TESTED-PASS,,,cross-org: foreign decision detail verified
CAT-008,API catalog/cost,"GET /api/v1/cost-decisions/compare?ids=a,b",Compare two decisions,"As a viewer, I get a structured diff of two owned decisions (unit cost by qty, make/tooling process, crossover, driver deltas) to evaluate alternatives.","Viewer role; exactly two comma-separated ids required else 400; each id must resolve in caller's org else 404. Response compares recommended unit cost per quantity with delta and pct, plus process/crossover diffs.",backend/src/api/cost_decisions.py:120-138; cost_decision_service.py:826+,API,TESTED-PASS,,,"compare keys=['a', 'b', 'diff', 'unit_cost_by_qty', 'unit_costs_by_process']; body={""a"": {""id"": ""01KZA2CSJQJ4W4B2QXX1D68D92"", ""filename"": ""qa-box.stl"", ""label"": null, ""make_now_process"": ""mjf"", ""make_now_material"": ""PP (Polypropylene)"", ""tooling_process"": ""injection_molding"", ""crossover_qty"": 2815.0, ""material_class"": ""polymer"", ""created_at"": ""2026-08-05T22:58:34.159669+00:00""}, ""; cross-org: foreign compare verified"
CAT-009,API catalog/cost,PUT /api/v1/cost-decisions/{id}/disposition,Record/withdraw human sourcing outcome,"As an analyst, I record the four-way outcome (inhouse/outside/acquire/redesign) or withdraw it with null, without altering the engine artifact.","Analyst role; org-scoped 404. Invalid disposition = 400 (422 via Literal at router); note >1000 chars = 400. Recording 'inhouse' while the selected route is DFM-blocked = 409 (fail closed). Any real change reopens an existing approval; identical repeat PUT is idempotent (no timestamp rewrite, no duplicate audit). result_json remains byte-identical; audit event emitted.",backend/src/api/cost_decisions.py:173-195; cost_decision_service.py:488-571,API,TESTED-FAIL,"note>1000 chars: documented expected=400, actual=422 (router Field(max_length=1000) rejects with 422 before the service 400 at cost_decision_service.py:506-509 can fire)",,"invalid disposition -> 422 (422 via Literal, documented); inhouse -> 200; DFM-blocked 409 path not triggerable with clean fixture"
CAT-010,API catalog/cost,POST /api/v1/cost-decisions/{id}/approve + DELETE .../approve,Approve / reopen signoff,"As an analyst, I sign off a saved decision (optional note ≤1000 chars) or reopen its approval, leaving the saved artifact immutable.",Analyst role; org-scoped 404. Approve sets approval_status=approved with approver id/timestamp/trimmed note; DELETE resets to unreviewed and clears approver fields. Response returns governance fields incl. time-aware is_stale (future stale_at not stale until effective instant).,backend/src/api/cost_decisions.py:198-230; cost_decision_service.py:363-455,API,TESTED-PASS,,,long approve note -> 422 (validation reject; expected col makes no status claim)
